precinct,precinct id,precinct reporting,registered voters,non ballots cast,rep ballots cast,dem ballots cast,lib ballots cast,grn ballots cast,con ballots cast,turnout percentage,contest title,contest id,contest party,choice name,choice id,choice party,total votes
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,CORI BUSH,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,JENNIFER L. YOUNG,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,KATHI ASINGER,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,ZACK FISHER,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,Rejected write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,Unassigned write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,BRUCE BUWALDA,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,JOHN M. KNIGHT JR.,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,Rejected write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,Unassigned write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,100,CON,Rejected write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,AIRPORT TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,100,CON,Unassigned write-ins,0,,0
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,YES,1,,94
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,NO,2,,29
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,ST. LOUIS COUNTY - PROPOSITION C,372,NON,YES,1,,70
AP - 002,2,Reporting,374,4,23,96,0,0,0,32.89,ST. LOUIS COUNTY - PROPOSITION C,372,NON,NO,2,,47
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,WINNIE HEARTSTRONG,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,ANTHONY ROGERS,2,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,CORI BUSH,1,,56
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,LACY CLAY,2,,41
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,KATHERINE (KAT) BRUCKNER,3,,4
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,U.S. REPRESENTATIVE - DISTRICT 1 - LIBERTARIAN,3,LIB,ALEX FURMAN,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - REPUBLICAN,7,REP,RALEIGH RITTER,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - REPUBLICAN,7,REP,MIKE PARSON,2,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - REPUBLICAN,7,REP,JAMES W. (JIM) NEELY,3,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - REPUBLICAN,7,REP,SAUNDRA McDOWELL,4,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - DEMOCRATIC,8,DEM,NICOLE GALLOWAY,1,,69
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - DEMOCRATIC,8,DEM,JIMMIE MATTHEWS,2,,7
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - DEMOCRATIC,8,DEM,ANTOIN JOHNSON,3,,9
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - DEMOCRATIC,8,DEM,ERIC MORRISON,4,,13
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - DEMOCRATIC,8,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,5,,1
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - LIBERTARIAN,9,LIB,RIK COMBS,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,GOVERNOR - GREEN,10,GRN,JEROME HOWARD BAUER,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,ARNIE C. AC DIENOFF,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE KEHOE,2,,1
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,AARON T WISDOM,3,,1
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE CARTER,4,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,GREGORY A UPCHURCH,1,,20
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,ALISSIA CANADY,2,,78
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - LIBERTARIAN,13,LIB,BILL SLANTZ,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,LIEUTENANT GOVERNOR - GREEN,14,GRN,KELLEY DRAGOO,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,SECRETARY OF STATE - REPUBLICAN,15,REP,JOHN R. (JAY) ASHCROFT,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,SECRETARY OF STATE - DEMOCRATIC,16,DEM,YINKA FALETI,1,,90
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,SECRETARY OF STATE - LIBERTARIAN,17,LIB,CARL HERMAN FREESE,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,SECRETARY OF STATE - GREEN,18,GRN,PAUL LEHMANN,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,SECRETARY OF STATE - CONSTITUTION,19,CON,PAUL VENABLE,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE TREASURER - REPUBLICAN,20,REP,SCOTT FITZPATRICK,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE TREASURER - DEMOCRATIC,21,DEM,VICKI LORENZ ENGLUND,1,,89
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE TREASURER - LIBERTARIAN,22,LIB,NICHOLAS (NICK) KASOFF,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE TREASURER - GREEN,23,GRN,JOSEPH CIVETTINI,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ATTORNEY GENERAL - REPUBLICAN,24,REP,ERIC SCHMITT,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,RICH FINNERAN,1,,43
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,ELAD GROSS,2,,44
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ATTORNEY GENERAL - LIBERTARIAN,26,LIB,KEVIN C BABCOCK,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE REPRESENTATIVE - DISTRICT 73 - DEMOCRATIC,43,DEM,RAYCHEL C PROUDIE,1,,87
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,PAUL BERRY III,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,ED GOLTERMAN,2,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAKE ZIMMERMAN,1,,30
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,SAM PAGE,2,,34
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,MARK MANTOVANI,3,,21
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAMIE TOLLIVER,4,,14
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - LIBERTARIAN,81,LIB,"THEO BROWN, SR.",1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY EXECUTIVE - GREEN,82,GRN,ELIZABETH (BETSEY) MITCHELL,1,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,BRUCE BUWALDA,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,CURT PIERCE,1,,82
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,Unassigned write-ins,0,,4
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,CORY BUSH,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,JAMES C. YOUNG JR,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,JAMES YOUNG,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,THOMAS HENDRIX,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,ZACK FISHER,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - GREEN,94,GRN,ED GOLTERMAN,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - GREEN,94,GRN,JOHN M KNIGHT,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - GREEN,94,GRN,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - GREEN,94,GRN,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - CONSTITUTION,95,CON,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEMAN - CONSTITUTION,95,CON,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,96,REP,REBECCA BUWALDA,1,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,96,REP,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,96,REP,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,97,DEM,MARIANNE SOLARI,1,,81
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,97,DEM,Rejected write-ins,0,,1
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,97,DEM,Unassigned write-ins,0,,2
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,CORI BUSH,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,JENNIFER L. YOUNG,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,KATHI ASINGER,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,ZACK FISHER,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,98,LIB,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,BRUCE BUWALDA,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,JOHN M. KNIGHT JR.,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - GREEN,99,GRN,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,100,CON,Rejected write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,AIRPORT TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,100,CON,Unassigned write-ins,0,,0
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,YES,1,,93
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,NO,2,,10
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY - PROPOSITION C,372,NON,YES,1,,66
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,ST. LOUIS COUNTY - PROPOSITION C,372,NON,NO,2,,32
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,CITY OF BERKELEY - PROPOSITION A,373,NON,YES,1,,83
AP - 003,3,Reporting,355,1,3,101,0,0,0,29.58,CITY OF BERKELEY - PROPOSITION A,373,NON,NO,2,,18
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,WINNIE HEARTSTRONG,1,,3
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,ANTHONY ROGERS,2,,12
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,CORI BUSH,1,,33
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,LACY CLAY,2,,23
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,KATHERINE (KAT) BRUCKNER,3,,9
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,U.S. REPRESENTATIVE - DISTRICT 1 - LIBERTARIAN,3,LIB,ALEX FURMAN,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - REPUBLICAN,7,REP,RALEIGH RITTER,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - REPUBLICAN,7,REP,MIKE PARSON,2,,15
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - REPUBLICAN,7,REP,JAMES W. (JIM) NEELY,3,,1
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - REPUBLICAN,7,REP,SAUNDRA McDOWELL,4,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - DEMOCRATIC,8,DEM,NICOLE GALLOWAY,1,,42
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - DEMOCRATIC,8,DEM,JIMMIE MATTHEWS,2,,3
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - DEMOCRATIC,8,DEM,ANTOIN JOHNSON,3,,9
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - DEMOCRATIC,8,DEM,ERIC MORRISON,4,,8
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - DEMOCRATIC,8,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,5,,1
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - LIBERTARIAN,9,LIB,RIK COMBS,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,GOVERNOR - GREEN,10,GRN,JEROME HOWARD BAUER,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,ARNIE C. AC DIENOFF,1,,4
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE KEHOE,2,,8
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,AARON T WISDOM,3,,1
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE CARTER,4,,4
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,GREGORY A UPCHURCH,1,,19
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,ALISSIA CANADY,2,,42
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - LIBERTARIAN,13,LIB,BILL SLANTZ,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,LIEUTENANT GOVERNOR - GREEN,14,GRN,KELLEY DRAGOO,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,SECRETARY OF STATE - REPUBLICAN,15,REP,JOHN R. (JAY) ASHCROFT,1,,16
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,SECRETARY OF STATE - DEMOCRATIC,16,DEM,YINKA FALETI,1,,49
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,SECRETARY OF STATE - LIBERTARIAN,17,LIB,CARL HERMAN FREESE,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,SECRETARY OF STATE - GREEN,18,GRN,PAUL LEHMANN,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,SECRETARY OF STATE - CONSTITUTION,19,CON,PAUL VENABLE,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE TREASURER - REPUBLICAN,20,REP,SCOTT FITZPATRICK,1,,16
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE TREASURER - DEMOCRATIC,21,DEM,VICKI LORENZ ENGLUND,1,,50
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE TREASURER - LIBERTARIAN,22,LIB,NICHOLAS (NICK) KASOFF,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE TREASURER - GREEN,23,GRN,JOSEPH CIVETTINI,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ATTORNEY GENERAL - REPUBLICAN,24,REP,ERIC SCHMITT,1,,18
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,RICH FINNERAN,1,,29
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,ELAD GROSS,2,,25
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ATTORNEY GENERAL - LIBERTARIAN,26,LIB,KEVIN C BABCOCK,1,,2
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE REPRESENTATIVE - DISTRICT 72 - REPUBLICAN,41,REP,DARREN L. GRANT,1,,16
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,STATE REPRESENTATIVE - DISTRICT 72 - DEMOCRATIC,42,DEM,DOUG CLEMENS,1,,50
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,PAUL BERRY III,1,,7
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,ED GOLTERMAN,2,,11
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAKE ZIMMERMAN,1,,21
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,SAM PAGE,2,,21
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,MARK MANTOVANI,3,,13
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAMIE TOLLIVER,4,,8
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - LIBERTARIAN,81,LIB,"THEO BROWN, SR.",1,,1
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY EXECUTIVE - GREEN,82,GRN,ELIZABETH (BETSEY) MITCHELL,1,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY COUNCIL - DISTRICT 2 - REPUBLICAN,83,REP,JERRY BOWEN,1,,16
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY COUNCIL - DISTRICT 2 - DEMOCRATIC,84,DEM,KELLI DUNAWAY,1,,44
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY COUNCIL - DISTRICT 2 - DEMOCRATIC,84,DEM,BARRY L. GLANTZ,2,,11
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,ST. LOUIS COUNTY COUNCIL - DISTRICT 2 - LIBERTARIAN,85,LIB,ARNOLD J. TREMBLEY,1,,1
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,BRUCE BUWALDA,1,,16
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,Rejected write-ins,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - REPUBLICAN,91,REP,Unassigned write-ins,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,CURT PIERCE,1,,48
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,Rejected write-ins,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,92,DEM,Unassigned write-ins,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,CORY BUSH,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,JAMES C. YOUNG JR,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,JAMES YOUNG,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,THOMAS HENDRIX,0,,0
AP - 004,4,Reporting,248,3,18,65,2,0,0,35.48,AIRPORT TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,93,LIB,ZACK FISHER,0,,0
